1086:30098,30054,30084,30069,30018,30098,30098,30063,30051,30064,30098,30041,30098,30098,30041,30009,30018,30098,30098,30094,30082,30098,30084,30056,30098,30056,30041,30098,30003,30098,30098,30098,30098,30041,30041,30098,30034,30041,30098,30098,30098,30037,30041,30079,30098,30084,30098,30098,30054,30041
1087:30078,30092,30065,30078,30078,30078,30078,30078,30078,30052,30092,30074,30078,30078,30065,30078,30078,30078,30049,30065,30092,30065,30049,30084,30078,30078,30061,30078,30078,30075,30078,30007,30092,30078,30052,30074,30078,30092,30092,30092,30078,30092,30075,30078,30078,30028,30078,30074,30092,30065
1088:30060,30074,30074,30095,30089,30033,30099,30074,30074,30074,30050,30047,30074,30050,30074,30089,30020,30007,30062,30076,30032,30074,30074,30033,30055,30031,30062,30076,30074,30074,30033,30074,30070,30095,30074,30074,30006,30074,30006,30074,30089,30076,30074,30008,30076,30076,30074,30076,30074,30082
1089:30050,30025,30025,30025,30092,30025,30025,30025,30013,30031,30077,30006,30071,30077,30077,30054,30025,30025,30014,30077,30025,30092,30007,30025,30025,30087,30025,30001,30025,30025,30092,30013,30088,30006,30025,30003,30025,30092,30025,30006,30025,30025,30092,30007,30005,30040,30007,30092,30040,30025
1092:30017,30004,30004,30017,30017,30084,30007,30017,30017,30017,30080,30018,30004,30004,30004,30004,30008,30008,30017,30008,30057,30096,30079,30093,30017,30079,30017,30073,30027,30017,30073,30017,30004,30086,30044,30047,30047,30017,30017,30012,30004,30079,30017,30017,30004,30002,30079,30057,30066,30008
1094:30006,30006,30056,30006,30074,30006,30006,30056,30006,30010,30006,30019,30010,30006,30006,30006,30006,30006,30006,30074,30006,30056,30051,30019,30019,30010,30006,30061,30006,30006,30006,30042,30006,30006,30006,30006,30010,30036,30081,30006,30006,30005,30030,30074,30052,30074,30056,30049,30006,30056
1095:30006,30070,30031,30006,30069,30079,30081,30006,30006,30006,30031,30006,30006,30006,30006,30006,30006,30031,30031,30041,30069,30011,30006,30098,30084,30021,30006,30006,30043,30031,30006,30006,30031,30006,30006,30031,30084,30006,30084,30006,30006,30031,30006,30006,30072,30084,30006,30006,30031,30069
1097:30060,30087,30038,30038,30038,30038,30038,30038,30099,30038,30038,30038,30038,30038,30038,30099,30009,30053,30038,30046,30038,30099,30091,30033,30040,30099,30015,30006,30038,30053,30009,30038,30038,30099,30038,30038,30038,30038,30099,30043,30038,30038,30078,30025,30053,30023,30015,30038,30099,30089
1099:30058,30077,30049,30049,30077,30077,30077,30007,30077,30077,30020,30077,30049,30064,30064,30077,30077,30009,30049,30072,30077,30077,30064,30077,30077,30058,30049,30088,30087,30072,30088,30077,30099,30077,30077,30031,30077,30077,30077,30085,30077,30049,30077,30077,30077,30006,30077,30077,30007,30049
1100:30003,30003,30077,30003,30023,30059,30055,30055,30088,30023,30044,30003,30003,30003,30003,30003,30042,30023,30055,30023,30003,30053,30003,30003,30003,30055,30003,30023,30003,30064,30093,30055,30099,30099,30064,30097,30003,30003,30077,30003,30055,30003,30003,30003,30077,30091,30003,30023,30023,30003
1101:30031,30031,30053,30025,30037,30031,30027,30060,30031,30053,30031,30031,30031,30037,30031,30083,30065,30037,30060,30031,30031,30036,30054,30073,30073,30023,30073,30077,30037,30043,30031,30073,30031,30088,30031,30031,30054,30031,30031,30031,30031,30065,30031,30083,30031,30031,30031,30056,30065,30034
1102:30061,30063,30061,30004,30067,30067,30097,30061,30059,30052,30087,30063,30061,30063,30040,30061,30061,30061,30061,30067,30094,30061,30063,30079,30061,30087,30061,30040,30009,30061,30061,30097,30061,30067,30040,30063,30061,30063,30061,30067,30061,30061,30081,30061,30081,30061,30063,30061,30067,30061
1103:30048,30090,30090,30094,30090,30048,30046,30090,30094,30090,30090,30090,30055,30090,30090,30055,30094,30090,30059,30022,30090,30090,30094,30090,30022,30002,30090,30062,30090,30090,30064,30090,30022,30090,30062,30090,30002,30094,30002,30090,30090,30094,30090,30022,30090,30090,30090,30090,30022,30094
1104:30062,30088,30062,30010,30025,30062,30062,30062,30062,30062,30054,30007,30003,30062,30054,30089,30054,30054,30062,30062,30025,30062,30054,30062,30083,30031,30062,30062,30033,30062,30005,30062,30062,30025,30054,30062,30062,30062,30062,30075,30062,30062,30054,30092,30013,30062,30062,30099,30062,30003
1109:30022,30029,30029,30029,30018,30011,30029,30029,30018,30042,30020,30029,30029,30064,30029,30085,30042,30029,30029,30018,30042,30085,30080,30042,30029,30029,30029,30029,30029,30029,30029,30085,30020,30056,30029,30018,30029,30042,30018,30029,30029,30029,30011,30020,30090,30029,30042,30042,30042,30029
1110:30090,30090,30090,30050,30002,30002,30090,30090,30002,30071,30043,30050,30090,30090,30071,30090,30090,30090,30002,30017,30034,30090,30024,30090,30090,30071,30056,30026,30002,30090,30090,30045,30024,30012,30002,30090,30024,30090,30001,30090,30090,30090,30002,30090,30039,30039,30090,30039,30047,30002
1111:30055,30066,30086,30089,30012,30086,30065,30029,30073,30073,30096,30027,30086,30010,30073,30073,30089,30089,30049,30089,30089,30082,30044,30089,30089,30089,30089,30089,30089,30089,30005,30089,30060,30089,30073,30073,30097,30086,30056,30089,30089,30089,30073,30010,30089,30089,30087,30089,30089,30004
1112:30068,30083,30003,30068,30034,30068,30066,30068,30068,30068,30068,30068,30069,30068,30068,30068,30025,30068,30068,30038,30043,30082,30066,30024,30068,30043,30069,30068,30083,30068,30025,30068,30068,30072,30043,30037,30045,30088,30068,30068,30066,30043,30043,30078,30082,30068,30090,30068,30082,30043
1113:30073,30073,30073,30090,30073,30073,30003,30073,30073,30089,30089,30019,30067,30090,30075,30019,30073,30073,30073,30048,30090,30073,30090,30081,30074,30090,30061,30073,30073,30064,30073,30009,30001,30073,30009,30009,30087,30081,30073,30089,30054,30073,30073,30090,30090,30090,30096,30073,30090,30073
1114:30064,30064,30028,30064,30046,30064,30095,30078,30079,30082,30056,30056,30079,30079,30064,30056,30064,30039,30085,30064,30064,30028,30039,30056,30056,30056,30056,30056,30021,30056,30064,30064,30064,30064,30070,30064,30054,30095,30038,30064,30056,30039,30064,30056,30064,30082,30064,30023,30064,30064
1116:30015,30015,30015,30076,30062,30015,30095,30028,30073,30015,30015,30046,30015,30099,30015,30015,30075,30015,30030,30015,30015,30028,30025,30002,30030,30015,30002,30015,30030,30028,30002,30015,30040,30002,30015,30041,30015,30039,30015,30041,30015,30015,30015,30028,30015,30015,30002,30041,30028,30015
1117:30080,30080,30083,30083,30080,30028,30036,30068,30083,30083,30082,30079,30021,30052,30082,30080,30068,30083,30036,30087,30028,30079,30013,30036,30094,30070,30080,30036,30083,30083,30068,30022,30052,30050,30050,30083,30083,30083,30083,30082,30032,30080,30080,30036,30077,30083,30083,30083,30068,30000
1118:30070,30093,30048,30068,30070,30093,30047,30093,30093,30093,30074,30093,30093,30047,30033,30062,30021,30093,30062,30093,30052,30093,30034,30062,30093,30001,30088,30055,30068,30093,30097,30048,30093,30093,30059,30062,30077,30062,30095,30093,30093,30093,30021,30001,30093,30046,30093,30093,30078,30074
1120:30041,30041,30041,30029,30021,30091,30041,30041,30041,30060,30041,30091,30091,30041,30010,30060,30041,30041,30024,30080,30085,30041,30080,30095,30041,30021,30041,30091,30091,30091,30041,30060,30041,30060,30091,30041,30041,30091,30080,30041,30021,30091,30041,30077,30061,30041,30041,30080,30021,30091
1121:30073,30042,30029,30010,30016,30036,30048,30048,30073,30048,30073,30048,30048,30073,30048,30048,30048,30048,30048,30011,30048,30048,30048,30048,30029,30048,30048,30048,30073,30048,30074,30074,30073,30080,30048,30048,30048,30073,30027,30062,30048,30048,30027,30048,30048,30037,30048,30050,30048,30048
1123:30070,30056,30001,30001,30056,30072,30056,30056,30056,30056,30070,30070,30023,30086,30070,30001,30005,30070,30047,30056,30056,30088,30094,30056,30056,30056,30025,30015,30039,30056,30071,30070,30001,30061,30088,30056,30036,30056,30070,30027,30056,30056,30001,30088,30070,30021,30056,30001,30056,30070
1125:30045,30088,30088,30064,30064,30064,30064,30064,30064,30064,30064,30045,30064,30039,30039,30088,30038,30088,30064,30008,30045,30062,30018,30064,30063,30064,30039,30088,30064,30064,30064,30084,30021,30064,30064,30064,30064,30064,30064,30064,30030,30051,30092,30045,30082,30089,30021,30088,30067,30072
1126:30018,30038,30007,30021,30021,30055,30021,30087,30021,30021,30021,30034,30003,30047,30000,30018,30021,30021,30049,30003,30021,30099,30055,30083,30099,30021,30021,30088,30047,30083,30014,30021,30021,30005,30063,30021,30061,30047,30099,30014,30021,30021,30064,30021,30021,30044,30047,30021,30088,30021
1127:30016,30007,30030,30021,30019,30082,30030,30032,30036,30091,30030,30030,30007,30008,30051,30082,30007,30016,30030,30004,30030,30030,30030,30030,30057,30095,30007,30030,30030,30030,30030,30082,30094,30030,30082,30076,30088,30030,30030,30007,30030,30030,30082,30030,30043,30030,30079,30007,30043,30028
1129:30021,30021,30021,30047,30091,30021,30020,30021,30084,30021,30047,30021,30047,30021,30045,30030,30021,30045,30075,30021,30052,30047,30021,30021,30021,30047,30078,30019,30043,30021,30060,30043,30049,30021,30046,30060,30013,30021,30030,30021,30080,30021,30043,30021,30021,30021,30091,30043,30047,30021
1133:30024,30090,30024,30013,30024,30024,30024,30024,30090,30024,30024,30024,30090,30024,30024,30065,30018,30024,30090,30044,30018,30024,30018,30090,30090,30024,30067,30024,30024,30077,30024,30090,30090,30024,30024,30066,30090,30024,30024,30074,30006,30008,30090,30024,30091,30018,30006,30024,30024,30018
1135:30054,30076,30067,30067,30059,30048,30054,30043,30054,30054,30038,30034,30054,30081,30054,30053,30054,30013,30054,30054,30054,30054,30054,30098,30054,30098,30054,30098,30081,30067,30097,30091,30017,30054,30054,30067,30054,30053,30072,30034,30039,30067,30089,30042,30059,30053,30004,30076,30053,30059
1136:30026,30077,30020,30052,30026,30052,30052,30052,30050,30052,30026,30089,30026,30052,30052,30026,30052,30041,30052,30052,30052,30052,30026,30072,30052,30026,30020,30066,30033,30026,30052,30085,30052,30059,30052,30085,30052,30026,30059,30052,30092,30052,30026,30085,30085,30026,30026,30052,30026,30092
1137:30048,30090,30094,30093,30090,30093,30078,30093,30061,30093,30071,30047,30002,30093,30093,30093,30027,30093,30045,30071,30093,30093,30004,30093,30093,30004,30044,30094,30093,30093,30048,30093,30090,30094,30093,30093,30020,30093,30066,30094,30048,30026,30093,30075,30094,30093,30082,30048,30094,30093
1138:30078,30007,30078,30078,30086,30054,30097,30078,30078,30019,30078,30054,30078,30035,30078,30078,30086,30024,30054,30046,30097,30078,30014,30089,30024,30054,30078,30063,30054,30078,30054,30047,30078,30078,30078,30054,30084,30054,30078,30076,30014,30078,30067,30054,30078,30078,30093,30004,30076,30033
1139:30047,30075,30086,30047,30085,30084,30075,30002,30084,30086,30047,30047,30047,30084,30047,30084,30084,30010,30047,30084,30047,30047,30086,30084,30086,30047,30002,30047,30067,30047,30047,30056,30071,30047,30084,30052,30047,30047,30082,30092,30047,30066,30047,30047,30008,30047,30008,30047,30047,30002
1140:30089,30004,30048,30004,30094,30099,30048,30094,30004,30004,30004,30089,30004,30004,30096,30089,30094,30008,30094,30004,30094,30004,30094,30004,30004,30004,30004,30089,30013,30004,30004,30094,30094,30004,30028,30080,30014,30048,30099,30013,30048,30094,30004,30026,30004,30004,30052,30094,30004,30004
1141:30063,30034,30037,30037,30037,30014,30063,30037,30094,30063,30063,30034,30008,30063,30076,30034,30030,30037,30060,30037,30063,30017,30063,30063,30063,30037,30063,30035,30037,30034,30033,30078,30063,30063,30063,30063,30059,30063,30037,30063,30063,30069,30014,30076,30076,30035,30008,30063,30063,30030
1142:30032,30032,30032,30002,30002,30032,30002,30032,30032,30032,30086,30032,30002,30086,30032,30018,30032,30032,30022,30032,30032,30009,30043,30021,30060,30032,30032,30037,30018,30002,30032,30002,30002,30002,30032,30032,30079,30032,30085,30002,30032,30032,30021,30042,30032,30032,30001,30043,30032,30002
1143:30037,30037,30037,30037,30037,30037,30000,30011,30085,30039,30036,30037,30011,30037,30037,30037,30037,30000,30054,30036,30039,30037,30000,30053,30037,30037,30011,30039,30051,30085,30037,30011,30047,30000,30037,30069,30037,30037,30011,30075,30037,30011,30037,30011,30037,30010,30039,30011,30037,30016
1144:30020,30047,30063,30042,30039,30020,30001,30001,30042,30001,30092,30005,30020,30013,30001,30020,30020,30042,30020,30020,30001,30001,30047,30038,30088,30020,30020,30080,30020,30001,30042,30020,30020,30021,30088,30020,30098,30020,30020,30042,30005,30020,30020,30020,30042,30033,30052,30001,30001,30020
1145:30012,30091,30056,30056,30056,30070,30056,30056,30059,30023,30085,30056,30056,30082,30056,30023,30023,30056,30085,30056,30056,30026,30085,30084,30003,30005,30023,30056,30023,30023,30056,30056,30056,30085,30023,30059,30023,30056,30061,30040,30056,30056,30056,30023,30023,30056,30056,30049,30059,30023
1147:30042,30074,30012,30074,30012,30012,30042,30074,30066,30066,30042,30042,30042,30024,30031,30047,30072,30074,30074,30000,30066,30087,30042,30074,30074,30074,30088,30074,30074,30074,30048,30066,30074,30074,30066,30024,30066,30012,30074,30024,30012,30010,30020,30074,30074,30074,30074,30066,30066,30074
1148:30099,30067,30017,30099,30031,30099,30067,30067,30099,30099,30026,30067,30099,30099,30099,30067,30059,30099,30020,30086,30017,30099,30038,30099,30017,30099,30099,30099,30047,30009,30042,30017,30036,30053,30042,30061,30067,30026,30017,30017,30097,30026,30038,30026,30024,30017,30017,30030,30017,30017
1150:30003,30057,30048,30003,30071,30062,30071,30049,30083,30048,30074,30048,30048,30082,30048,30003,30069,30013,30082,30003,30048,30048,30082,30003,30057,30048,30048,30007,30003,30071,30071,30057,30048,30071,30007,30048,30009,30023,30003,30007,30003,30048,30071,30057,30003,30048,30086,30024,30007,30003
1153:30058,30055,30055,30040,30079,30035,30055,30012,30079,30079,30079,30065,30079,30058,30074,30075,30074,30079,30079,30055,30055,30035,30034,30055,30074,30058,30079,30058,30079,30079,30055,30058,30079,30055,30055,30079,30079,30079,30065,30071,30079,30079,30079,30071,30065,30079,30055,30055,30035,30075
1154:30017,30087,30075,30037,30012,30042,30013,30012,30027,30012,30012,30027,30042,30042,30053,30012,30012,30012,30042,30042,30004,30012,30012,30046,30042,30085,30039,30060,30083,30012,30086,30012,30078,30096,30068,30012,30053,30012,30012,30012,30004,30042,30042,30004,30012,30042,30012,30004,30012,30012
1156:30012,30028,30012,30012,30016,30012,30028,30012,30028,30012,30030,30079,30016,30079,30035,30079,30079,30012,30012,30079,30039,30039,30055,30012,30012,30012,30028,30012,30079,30016,30055,30012,30012,30035,30012,30012,30055,30079,30079,30039,30012,30012,30028,30079,30038,30030,30079,30012,30012,30012
1159:30041,30078,30054,30078,30054,30025,30044,30078,30078,30078,30040,30078,30078,30016,30070,30025,30078,30018,30075,30043,30092,30012,30070,30078,30006,30098,30043,30078,30043,30078,30012,30078,30078,30078,30054,30078,30078,30043,30070,30070,30026,30043,30078,30078,30043,30092,30054,30078,30043,30078
1160:30051,30030,30095,30051,30083,30095,30051,30051,30051,30083,30060,30060,30059,30051,30039,30059,30051,30060,30060,30060,30060,30083,30060,30051,30083,30083,30051,30055,30060,30036,30051,30060,30051,30051,30051,30051,30060,30059,30068,30060,30060,30051,30035,30051,30083,30051,30059,30051,30035,30051
1162:30087,30087,30015,30042,30087,30087,30087,30081,30097,30018,30087,30076,30042,30087,30087,30087,30017,30042,30000,30042,30087,30088,30076,30006,30042,30019,30081,30019,30087,30042,30058,30087,30087,30097,30087,30042,30050,30097,30019,30087,30019,30087,30018,30087,30013,30042,30087,30058,30087,30087
1164:30091,30082,30091,30082,30088,30091,30091,30091,30091,30091,30091,30059,30086,30091,30082,30082,30091,30091,30091,30082,30091,30091,30036,30091,30062,30091,30091,30091,30062,30091,30091,30091,30091,30091,30062,30091,30091,30070,30039,30007,30091,30091,30039,30082,30039,30087,30004,30091,30091,30091
1167:30059,30030,30030,30059,30099,30030,30066,30048,30003,30013,30003,30048,30059,30013,30022,30054,30059,30059,30048,30059,30059,30030,30069,30066,30022,30069,30079,30030,30022,30046,30022,30097,30051,30030,30030,30059,30055,30059,30079,30066,30003,30030,30030,30059,30022,30030,30030,30046,30003,30064
1171:30072,30044,30067,30043,30087,30067,30067,30067,30072,30044,30043,30067,30067,30067,30067,30067,30065,30067,30067,30086,30067,30044,30067,30086,30065,30067,30043,30080,30043,30086,30067,30056,30067,30086,30059,30080,30086,30045,30067,30067,30059,30067,30067,30080,30067,30067,30067,30052,30043,30067
1174:30083,30017,30017,30093,30017,30096,30017,30017,30021,30013,30056,30017,30093,30017,30017,30082,30017,30074,30056,30093,30073,30096,30017,30032,30017,30056,30021,30017,30017,30017,30093,30017,30074,30028,30017,30056,30017,30052,30056,30017,30073,30001,30079,30017,30056,30030,30008,30017,30052,30017
1176:30046,30046,30046,30046,30065,30056,30065,30052,30046,30003,30046,30046,30065,30038,30065,30052,30007,30046,30077,30065,30046,30065,30052,30052,30065,30046,30073,30046,30046,30046,30065,30065,30046,30046,30003,30065,30046,30017,30046,30046,30046,30065,30046,30046,30077,30066,30023,30046,30015,30046
1178:30021,30021,30084,30021,30021,30021,30021,30003,30021,30003,30003,30045,30000,30021,30003,30003,30021,30000,30021,30031,30021,30021,30021,30095,30021,30031,30021,30021,30021,30008,30021,30021,30021,30021,30021,30021,30007,30021,30072,30021,30090,30021,30040,30003,30021,30021,30003,30021,30078,30021
1180:30085,30052,30010,30085,30009,30009,30045,30023,30009,30077,30010,30009,30009,30009,30009,30085,30010,30023,30009,30009,30010,30009,30010,30010,30010,30009,30094,30022,30094,30010,30009,30009,30046,30052,30094,30009,30085,30077,30085,30009,30009,30009,30076,30009,30045,30010,30009,30009,30094,30009
1181:30008,30014,30033,30014,30014,30014,30014,30014,30083,30015,30014,30070,30064,30014,30047,30014,30047,30033,30047,30014,30014,30052,30055,30022,30014,30014,30014,30014,30086,30052,30014,30015,30014,30014,30014,30014,30086,30047,30049,30014,30052,30014,30014,30052,30014,30052,30011,30062,30033,30047
1182:30088,30088,30008,30064,30088,30088,30088,30035,30088,30088,30018,30004,30088,30004,30004,30088,30088,30004,30087,30088,30004,30088,30055,30088,30077,30088,30004,30087,30004,30008,30050,30088,30088,30035,30017,30069,30069,30088,30088,30088,30004,30055,30055,30004,30008,30004,30088,30088,30088,30064
1188:30029,30075,30061,30024,30039,30024,30033,30033,30033,30033,30061,30033,30024,30033,30012,30033,30033,30033,30008,30033,30087,30087,30044,30031,30008,30084,30033,30033,30033,30075,30033,30033,30033,30075,30075,30033,30033,30033,30033,30033,30070,30075,30010,30033,30044,30033,30008,30033,30075,30033
1192:30031,30031,30031,30024,30031,30024,30031,30006,30031,30059,30098,30059,30042,30031,30010,30031,30031,30017,30041,30010,30031,30098,30031,30031,30009,30031,30054,30031,30017,30059,30059,30031,30031,30059,30031,30031,30059,30098,30041,30059,30020,30031,30020,30074,30059,30035,30066,30059,30031,30059
1193:30080,30056,30056,30055,30098,30086,30056,30012,30098,30056,30098,30056,30050,30007,30075,30056,30075,30048,30056,30086,30001,30033,30098,30022,30038,30079,30086,30098,30056,30056,30056,30056,30033,30022,30007,30056,30098,30056,30079,30006,30056,30056,30033,30086,30007,30086,30098,30056,30056,30098
1195:30046,30097,30079,30058,30097,30085,30096,30085,30097,30097,30069,30097,30097,30096,30016,30097,30097,30097,30097,30050,30029,30097,30016,30051,30013,30097,30097,30016,30052,30097,30097,30097,30016,30046,30096,30055,30016,30085,30097,30013,30097,30097,30079,30097,30097,30072,30096,30097,30097,30097
