0.000, 0.086, 0.104, 0.066, 0.073, 0.297, 0.023, 0.090, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.202, 0.043, 0.054, 0.006, 0.098, 0.390, 0.006, 0.145, 0.000, 0.014
0.000, 0.468, 0.084, 0.054, 0.000, 0.164, 0.033, 0.008, 0.000, 0.110
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.063, 0.004, 0.000, 0.004, 0.000, 0.593, 0.000, 0.065, 0.018, 0.000
0.000, 0.181, 0.000, 0.000, 0.000, 0.677, 0.096, 0.004, 0.000, 0.054
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.216, 0.169, 0.009, 0.000, 0.186, 0.000, 0.053, 0.004, 0.308
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.057, 0.596, 0.203, 0.022, 0.000, 0.174, 0.003, 0.023, 0.000, 0.120
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.016, 0.068, 0.000, 0.040, 0.035, 0.160, 0.000, 0.134, 0.061, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.009, 0.037, 0.000, 0.088, 0.000, 0.436, 0.037, 0.000, 0.021, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.058, 0.026, 0.212, 0.000, 0.406, 0.008, 0.019, 0.014, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.036, 0.011, 0.089, 0.021, 0.030, 0.234, 0.123, 0.000, 0.000, 0.059
0.000, 1.052, 0.111, 0.000, 0.000, 0.000, 3.339, 0.000, 0.000, 0.039
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.034, 0.077, 0.000, 0.084, 0.030, 0.129, 0.001, 0.156, 0.048, 0.000
0.000, 0.000, 6.268, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.022, 0.000, 0.789, 0.033, 0.000, 0.000, 0.078
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 1.368, 0.000, 3.485, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.448, 0.000, 0.152, 0.077, 0.000, 0.317, 0.419
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.114, 0.153, 0.162, 0.172, 0.221, 0.117, 0.001, 0.065, 0.000, 0.007
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.128, 0.069, 0.000, 0.000, 0.123, 0.383, 0.000, 0.000, 0.053, 0.031
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.427, 0.000, 0.000, 0.103, 0.015, 0.279, 0.447, 0.000, 0.008, 0.046
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.007, 0.021, 0.000, 0.373, 0.134, 0.070, 0.016, 0.284, 0.006
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 5.465, 0.000, 0.000, 0.000, 0.022, 0.000, 0.039, 0.014
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.166, 0.000, 0.742, 0.000, 0.000, 0.001, 0.000
0.000, 0.000, 0.009, 0.013, 0.000, 0.450, 0.000, 0.000, 0.098, 0.361
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.192, 0.009, 0.032, 0.000, 0.675, 0.052, 0.000, 0.016, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.841, 0.004, 0.103, 0.000, 0.422, 0.000, 0.029, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.509, 0.050, 0.000, 0.045, 0.006, 0.033, 0.025, 0.037, 0.029, 0.354
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.173, 0.133, 0.070, 0.024, 0.235, 0.013, 0.053, 0.047, 0.035
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.009, 0.378, 0.000, 0.264, 0.101, 0.078, 0.385, 0.000, 0.004, 0.008
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.161, 0.055, 0.082, 0.101, 0.000, 0.327, 0.088, 0.000, 0.000, 0.038
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.125, 0.009, 0.000, 0.000, 4.181, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 5.173, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.047, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.177, 0.000, 0.010, 0.059, 0.029, 0.084, 0.000, 0.087, 0.058, 0.330
0.000, 1.172, 0.000, 0.000, 0.000, 0.051, 0.019, 0.012, 0.309, 0.138
0.000, 0.000, 0.000, 0.009, 0.003, 0.653, 0.013, 0.002, 0.018, 0.082
0.000, 0.176, 0.350, 0.024, 0.000, 0.950, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 3.772, 0.000, 0.000, 0.000, 0.085, 0.000
0.000, 0.000, 0.000, 0.000, 0.074, 0.959, 0.000, 0.000, 0.046, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.057, 1.051, 0.000, 0.000, 0.000, 0.000
0.156, 0.000, 0.000, 0.000, 0.000, 1.099, 0.000, 0.076, 0.000, 0.000
0.000, 0.643, 0.000, 0.113, 0.149, 0.335, 0.000, 0.035, 0.000, 0.000
0.000, 0.070, 0.000, 0.045, 0.000, 0.430, 0.000, 0.000, 0.000, 0.776
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.042, 0.029, 0.066, 0.170, 0.000, 0.210, 0.000, 0.021, 0.056, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.583, 0.000, 0.000, 0.000, 0.000, 1.023, 0.000, 0.000, 0.000, 0.037
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 3.639
0.000, 0.000, 0.004, 0.000, 0.000, 0.000, 0.224, 0.000, 1.562, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.424, 0.000, 0.203, 0.000, 0.003, 0.015, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.165, 0.159, 0.322, 0.093, 0.023, 0.419, 0.000, 0.155
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.026, 0.000, 0.105, 0.374, 0.000, 0.227, 0.033, 0.157
0.000, 0.095, 0.065, 0.003, 0.138, 0.186, 0.259, 0.146, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.464, 0.013, 0.006, 0.108, 0.002, 0.153, 0.000, 0.024, 0.088, 0.004
0.166, 0.000, 0.000, 0.027, 0.000, 0.961, 0.000, 0.000, 0.000, 0.000
0.034, 0.004, 0.099, 0.026, 0.000, 0.237, 0.152, 0.001, 0.008, 0.039
0.000, 0.576, 0.041, 0.082, 0.029, 0.314, 0.000, 0.051, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.007, 0.000, 1.103, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.041, 0.000, 0.000, 0.000, 0.000, 3.869, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.036, 0.000, 0.210, 0.209, 0.007, 0.174, 0.029, 0.013, 0.057, 0.000
0.000, 0.000, 0.000, 0.000, 0.087, 1.007, 0.147, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.001, 0.108, 0.115, 0.092, 0.050, 0.429, 0.004, 0.061, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.960, 0.664, 0.096, 0.000, 0.036, 0.043
0.000, 0.000, 0.000, 2.677, 0.000, 0.000, 0.059, 0.000, 0.000, 0.000
0.000, 0.000, 0.024, 0.026, 0.000, 0.367, 0.001, 0.000, 0.227, 0.184
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.126, 0.000, 0.243, 0.000, 0.000, 0.000, 0.000, 2.283, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.018, 0.038, 0.011, 0.048, 0.060, 0.392, 0.000, 0.319, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.165, 0.000, 0.008, 0.000, 0.929, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.209, 0.000, 0.000, 0.000, 0.000, 1.240, 0.060, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.093, 2.063, 0.032, 0.111, 0.053, 0.000, 0.000, 0.115, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.489, 0.046, 0.093, 0.027, 0.234, 0.006, 0.291, 0.005, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.003, 0.078, 0.000, 0.058, 0.000, 0.128, 0.000, 0.613, 0.087, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
4.576, 0.080, 0.000, 0.000, 0.018, 0.000, 0.000, 0.034, 0.000, 0.002
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.155, 0.045, 0.063, 0.078, 0.425, 0.026, 0.072, 0.000, 0.000
0.027, 0.752, 0.204, 0.000, 0.000, 0.122, 0.000, 0.000, 0.026, 0.931
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.002, 0.000, 0.207, 0.160, 0.000, 0.101, 0.006, 0.128, 0.028, 0.030
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.034, 1.076, 0.000, 0.033, 0.131, 0.304, 0.000, 0.000, 0.031, 0.000
0.021, 0.839, 0.237, 0.000, 0.017, 0.036, 0.000, 0.000, 0.000, 0.943
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.017, 0.037, 0.181, 0.017, 0.022, 0.218, 0.025, 0.018, 0.013, 0.236
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.565, 0.018, 0.091, 0.048, 0.323, 0.036, 0.035, 0.000, 0.000
0.016, 0.080, 0.023, 0.048, 0.000, 0.249, 0.019, 0.007, 0.009, 0.076
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.060, 1.584, 0.059, 0.132, 0.031, 0.104, 0.000, 0.036, 0.000, 0.000
0.020, 0.042, 0.096, 0.013, 0.442, 0.084, 0.011, 0.042, 0.006, 0.087
0.000, 0.109, 0.032, 0.077, 0.029, 0.250, 0.000, 0.148, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.003, 0.258, 0.915, 0.062, 0.083, 0.114, 0.000, 0.130, 0.020, 0.007
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.689, 0.000, 0.000, 0.000, 1.080
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.068, 0.075, 0.175, 0.193, 0.463, 0.168, 0.000, 0.079, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.191, 2.684, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.389, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.115, 0.000, 0.000
0.007, 0.305, 0.174, 0.028, 0.000, 0.205, 0.000, 0.086, 0.022, 0.000
0.000, 0.000, 0.003, 0.001, 0.000, 0.555, 0.008, 0.005, 0.000, 0.091
0.000, 0.104, 0.393, 0.124, 0.000, 0.198, 0.036, 0.108, 0.000, 0.000
0.000, 0.000, 0.002, 0.041, 0.022, 0.449, 0.035, 0.148, 0.000, 0.360
0.198, 0.005, 0.080, 0.079, 0.085, 0.327, 0.000, 0.094, 0.000, 0.014
0.000, 0.015, 0.000, 0.647, 0.000, 0.114, 0.194, 0.000, 0.000, 0.522
0.553, 0.096, 0.000, 0.061, 0.021, 0.000, 2.741, 0.000, 0.000, 0.000
0.000, 0.030, 0.031, 0.212, 0.108, 0.265, 0.122, 0.118, 0.006, 0.005
0.000, 0.000, 0.000, 1.467, 0.008, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.118, 1.742, 0.056, 0.093, 0.036, 0.000, 0.021, 0.034, 0.000, 0.000
0.000, 0.079, 0.031, 0.062, 0.097, 0.364, 0.000, 0.213, 0.008, 0.029
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.010, 0.067, 0.010, 0.010, 0.260, 0.022, 0.210, 0.000, 0.021
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.397, 0.000, 0.000, 0.125, 0.000, 0.165, 0.000, 0.045, 0.083, 0.024
0.000, 0.000, 0.000, 0.133, 0.000, 0.186, 0.119, 0.000, 0.008, 0.105
0.000, 0.082, 0.893, 0.070, 0.332, 0.033, 0.000, 0.411, 0.000, 0.086
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.090, 0.000, 0.000, 0.026, 0.000, 0.980, 0.000, 0.000, 0.003, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.038, 0.000, 0.110, 0.051, 0.028, 0.260, 0.068, 0.006, 0.029, 0.046
0.000, 0.000, 0.000, 0.000, 0.750, 0.830, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.035, 0.120, 0.050, 0.104, 0.077, 0.230, 0.000, 0.156, 0.019, 0.000
0.003, 0.200, 0.116, 0.009, 0.026, 0.065, 0.215, 0.003, 0.000, 0.337
0.000, 0.000, 0.000, 0.000, 4.516, 0.000, 0.000, 0.000, 0.000, 0.000
0.225, 0.000, 0.041, 0.006, 0.000, 0.430, 0.000, 0.079, 0.000, 0.050
0.094, 0.000, 1.509, 0.000, 0.000, 0.747, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.177, 0.000, 0.032, 0.031, 0.000, 0.374, 0.000, 0.080, 0.014, 0.128
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.160, 0.172, 0.323, 0.000, 0.000, 0.319, 0.000, 0.286, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.039, 0.230, 0.005, 0.074, 0.008, 0.096, 0.152, 0.040, 0.028, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.032, 0.316, 0.000, 0.000, 0.453, 0.000, 0.086, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.017, 0.000, 0.070, 0.162, 0.005, 0.286, 0.038, 0.037, 0.000, 0.056
0.000, 0.000, 0.000, 2.170, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 5.515, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.030, 0.151, 0.032, 0.161, 0.000, 0.193, 0.011, 0.554
0.629, 0.000, 0.000, 0.101, 0.000, 1.147, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.357, 0.000, 0.000, 0.987, 0.000, 0.000, 0.028, 0.071
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
